CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15602371,Surname_2371,808,Spain,Female,66,0,195527.90528259764,3,0,0,131209.70626787786,0
15602372,Surname_2372,376,Spain,Male,58,8,225975.36167963824,1,1,0,175638.50710552375,0
15602373,Surname_2373,544,France,Male,72,7,112946.6374401997,3,0,0,166065.74220377623,0
15602374,Surname_2374,686,Germany,Female,43,1,71531.92291872625,1,1,1,197920.06425368506,1
15602375,Surname_2375,731,Spain,Female,54,3,88302.68107946384,4,1,1,193607.14433711942,0
15602376,Surname_2376,585,France,Female,34,3,164136.82855894807,2,1,1,128466.85773649934,0
15602377,Surname_2377,789,Spain,Male,49,6,39501.77915089503,4,1,0,105659.51865388275,0
15602378,Surname_2378,441,France,Female,45,2,136857.696467804,3,0,1,154522.11456841495,0
15602379,Surname_2379,826,Germany,Male,42,7,147110.8245046449,3,0,1,59660.79085680713,0
15602380,Surname_2380,370,France,Female,64,10,176963.93760219828,2,1,0,76951.4579201944,0
15602381,Surname_2381,652,Spain,Male,39,6,150974.4770709688,3,1,1,155753.9238612667,0
15602382,Surname_2382,813,Germany,Male,78,9,24238.905366533116,4,1,1,190494.43533846134,0
15602383,Surname_2383,706,France,Female,61,3,172199.72193023388,2,0,0,180117.8708321781,0
15602384,Surname_2384,792,France,Male,37,8,5436.857659960936,3,1,1,23842.867797171348,0
15602385,Surname_2385,433,France,Male,67,5,97577.20090301486,3,0,0,54064.136356652714,0
15602386,Surname_2386,611,Spain,Female,64,2,104265.73442840911,3,0,1,61926.60012324015,1
15602387,Surname_2387,496,Spain,Female,64,6,29157.62049753426,3,1,1,82805.90262558468,0
15602388,Surname_2388,790,France,Female,89,5,2464.28485884323,1,0,0,23437.89590315017,0
15602389,Surname_2389,802,France,Male,68,7,17790.460336975346,1,1,1,53867.773023005524,1
15602390,Surname_2390,736,Germany,Male,72,4,111574.9905961946,1,0,1,146067.14840411453,1
15602391,Surname_2391,606,Germany,Female,56,5,60088.56049193842,3,1,0,56445.73801334753,0
15602392,Surname_2392,407,Spain,Female,31,0,17245.09945078101,1,0,1,189082.94272016914,1
15602393,Surname_2393,729,France,Male,86,7,64101.35273690046,3,1,0,90376.44441006739,1
15602394,Surname_2394,771,Germany,Female,64,0,132205.5886097453,4,0,0,28940.293916563838,0
15602395,Surname_2395,364,Germany,Female,38,2,185534.7097377401,3,0,1,170107.74833207214,0
15602396,Surname_2396,511,Spain,Male,32,1,103000.33674955284,2,1,1,183945.1790991023,0
15602397,Surname_2397,794,Spain,Male,18,5,153287.24009414983,2,1,1,186341.49066413846,0
15602398,Surname_2398,512,Spain,Female,27,7,149191.16854251796,2,0,0,103846.54592818485,0
15602399,Surname_2399,669,Germany,Male,40,7,224078.62693275433,3,0,0,184897.0826940346,0
15602400,Surname_2400,846,France,Male,35,6,44848.56827796563,2,0,0,144745.91396414622,1
15602401,Surname_2401,630,Spain,Female,75,6,119107.61087538821,2,0,0,47166.991438457975,1
15602402,Surname_2402,629,France,Female,90,7,157957.43287937946,3,0,1,111306.55974990556,1
15602403,Surname_2403,361,France,Female,69,4,129930.58126366683,3,1,1,92240.27784760261,0
15602404,Surname_2404,623,France,Male,63,2,112585.3964654629,1,0,0,95700.14688443979,0
15602405,Surname_2405,620,Spain,Female,30,1,243364.74567944047,3,0,0,88532.52407386941,0
15602406,Surname_2406,841,France,Male,34,2,235503.45861760876,1,0,0,43302.096344886944,0
15602407,Surname_2407,557,France,Female,84,10,152863.8612632216,3,0,1,84106.22689510154,0
15602408,Surname_2408,376,France,Male,78,10,109893.9273395672,4,1,1,107280.25834007892,0
15602409,Surname_2409,421,France,Male,82,2,188845.5303266417,2,1,1,64278.11809877483,0
15602410,Surname_2410,409,France,Female,70,6,128233.68660419485,4,0,0,43601.62585128755,1
15602411,Surname_2411,779,Spain,Male,22,0,248892.40536108505,3,0,0,47664.72800629399,0
15602412,Surname_2412,822,Spain,Female,49,6,171484.32380563812,4,0,0,46664.3586153625,0
15602413,Surname_2413,494,France,Female,62,5,17040.01491172266,1,0,1,94882.56534714252,0
15602414,Surname_2414,442,Spain,Male,73,10,100477.66360015595,3,1,1,49725.1069439855,0
15602415,Surname_2415,658,Spain,Male,22,9,182566.1744537836,3,1,0,146292.13520879342,1
15602416,Surname_2416,357,France,Male,51,1,210592.3110672563,4,1,0,73769.26832436689,0
15602417,Surname_2417,428,Germany,Female,78,9,203342.37499323222,2,0,1,188483.01671899506,0
15602418,Surname_2418,376,Spain,Female,79,0,244309.43108360912,3,0,0,21918.548046476455,0
15602419,Surname_2419,523,France,Female,86,8,122280.12374812724,2,0,1,68891.01114342861,0
15602420,Surname_2420,399,France,Female,80,1,35016.760552801534,4,0,0,150286.57729639014,0
15602421,Surname_2421,849,Spain,Female,61,3,163060.79524963192,4,1,0,140108.84144492715,1
15602422,Surname_2422,548,Germany,Female,45,8,17687.226789657063,4,0,0,89920.12062453522,0
15602423,Surname_2423,736,France,Male,87,8,243380.82607719232,1,0,1,175337.56502284817,0
15602424,Surname_2424,698,Germany,Female,30,10,189633.26756074216,3,1,1,23560.687558310292,0
15602425,Surname_2425,797,Germany,Female,60,0,245537.08660665463,4,0,0,106728.62713314856,0
15602426,Surname_2426,777,Spain,Female,47,1,94313.24775423542,4,0,0,48078.62264812903,1
15602427,Surname_2427,530,Germany,Female,43,1,3949.1737506849036,1,0,1,81049.25038868624,0
15602428,Surname_2428,373,France,Male,80,1,130322.42452606985,3,0,1,142821.8052169548,0
15602429,Surname_2429,665,Germany,Male,90,7,30295.817833460802,2,1,0,28804.74277614451,0
15602430,Surname_2430,727,Germany,Male,74,7,169906.92417299908,3,1,1,18316.616803308658,0
15602431,Surname_2431,736,France,Female,81,9,124387.85623713738,4,0,0,89957.74883679462,0
15602432,Surname_2432,753,Germany,Female,66,7,188361.74405879623,2,1,0,61570.1132155219,0
15602433,Surname_2433,395,Spain,Female,69,3,72767.19823099361,1,0,1,146898.8006102972,0
15602434,Surname_2434,364,France,Male,80,7,207291.39108386813,1,1,1,22454.61293285099,0
15602435,Surname_2435,502,Germany,Female,30,6,162705.13636767908,4,1,1,193636.0331936682,1
15602436,Surname_2436,571,France,Female,62,7,246927.4307289958,2,1,0,127942.91531786449,0
15602437,Surname_2437,555,France,Male,63,0,44639.258132897485,3,0,1,105240.48412090975,0
15602438,Surname_2438,804,France,Male,58,2,12793.188082989043,4,0,0,88384.43540043216,0
15602439,Surname_2439,622,France,Female,63,9,212762.48458282667,2,0,1,152310.9954984532,0
15602440,Surname_2440,731,Spain,Male,18,5,84612.82155416464,2,0,1,77701.51929641482,0
15602441,Surname_2441,585,France,Female,90,0,107811.59100179707,2,1,0,157620.10336416122,0
15602442,Surname_2442,689,Germany,Female,85,3,231417.06557905377,2,1,0,145031.57768791006,1
15602443,Surname_2443,577,France,Male,29,8,110174.20296538025,1,0,0,114756.30251370672,0
15602444,Surname_2444,358,Spain,Female,90,6,74504.7690819956,2,1,0,178847.7736450753,0
15602445,Surname_2445,515,Germany,Male,52,0,14873.873644550145,2,1,0,75737.30016295235,0
15602446,Surname_2446,781,Germany,Male,50,5,110733.8347172438,4,1,0,20991.53161139563,1
15602447,Surname_2447,793,France,Female,75,5,163737.88148611312,1,0,1,81478.21928032556,0
15602448,Surname_2448,668,France,Male,52,1,67293.7644343049,1,0,1,176313.63381182653,0
15602449,Surname_2449,563,France,Female,63,5,179444.8493258072,1,1,0,24689.972767792304,0
15602450,Surname_2450,466,Spain,Female,83,9,119565.98700811355,3,0,0,154999.06512483244,0
15602451,Surname_2451,735,France,Male,61,1,214526.82302902732,3,0,1,166799.2018215921,0
15602452,Surname_2452,693,Germany,Male,43,7,40434.36806899756,1,1,1,91311.01414456479,1
15602453,Surname_2453,421,Germany,Male,59,6,189269.91581626423,4,0,0,46958.67825724296,0
15602454,Surname_2454,744,France,Female,47,5,233138.1441780009,2,1,0,77547.96743950444,0
15602455,Surname_2455,413,Germany,Female,49,9,185349.48404041945,2,0,1,85709.61454882495,0
15602456,Surname_2456,554,Germany,Female,53,5,101484.33226067388,1,0,0,187129.18604121855,0
15602457,Surname_2457,558,Germany,Female,36,8,57613.94173607845,1,1,1,64078.26979555113,0
15602458,Surname_2458,421,France,Female,39,8,24591.85417454743,3,0,0,194796.3976869873,0
15602459,Surname_2459,626,France,Female,82,9,160592.42443790296,1,0,0,30675.88367238317,0
15602460,Surname_2460,623,France,Female,74,9,35713.578900385764,3,1,1,195065.59014228015,0
15602461,Surname_2461,827,Spain,Male,28,1,209576.00390718086,1,0,0,52430.66262608182,1
15602462,Surname_2462,669,Germany,Female,43,2,240184.335673861,2,0,1,41874.34832362183,0
15602463,Surname_2463,687,France,Female,65,9,33947.29456072809,1,1,1,32819.08271597535,0
15602464,Surname_2464,715,Spain,Male,36,6,94013.23780196666,2,1,0,70089.16393892327,1
15602465,Surname_2465,844,France,Female,29,10,234318.02636731733,1,1,0,127146.70624306446,0
15602466,Surname_2466,444,Spain,Female,84,9,117676.14554497533,3,1,1,136602.70316243998,0
15602467,Surname_2467,515,Spain,Male,73,8,133854.01409153384,1,1,1,80291.46970089721,0
15602468,Surname_2468,381,Spain,Female,35,5,186878.99974095708,4,1,1,53844.0391080166,0
15602469,Surname_2469,360,Spain,Male,22,10,52633.352727190744,2,1,1,199055.48008169574,0
15602470,Surname_2470,650,France,Female,41,0,244787.26768715185,2,1,0,61411.55729084762,1
15602471,Surname_2471,566,France,Female,55,10,195220.88275192093,2,0,0,81875.19874936121,0
15602472,Surname_2472,638,Germany,Male,84,6,40343.342452205776,1,0,1,101386.11053086605,0
15602473,Surname_2473,451,France,Male,87,10,27767.394292192967,4,1,1,150521.73097340338,0
15602474,Surname_2474,774,France,Female,69,0,233738.55674692136,4,0,1,38897.999178378464,1
15602475,Surname_2475,741,Spain,Female,56,4,171256.94996922062,3,1,1,60565.490688854894,0
15602476,Surname_2476,616,France,Male,76,8,9641.826530779495,3,1,1,199412.0791907028,0
15602477,Surname_2477,563,Spain,Female,43,9,35496.8051308602,3,0,1,166780.21955577942,0
15602478,Surname_2478,528,Spain,Male,82,10,11957.311306463187,4,1,1,94335.92789291297,1
15602479,Surname_2479,437,Spain,Male,65,9,243520.42660473273,2,0,1,30650.936171264595,0
15602480,Surname_2480,390,Spain,Male,70,8,124462.7248047524,2,1,0,174674.64659724917,0
15602481,Surname_2481,750,Spain,Female,26,0,115537.10966547603,3,1,0,158770.8008793678,1
15602482,Surname_2482,425,Spain,Female,22,5,238944.691544714,3,0,1,120330.66409869373,0
15602483,Surname_2483,726,Germany,Female,89,2,126158.99886711976,1,1,1,86846.85036932226,0
15602484,Surname_2484,395,France,Male,78,8,129438.71173993158,1,1,0,187766.8030014582,0
15602485,Surname_2485,509,Spain,Female,38,2,246024.2908383334,4,0,1,66175.56768409432,0
15602486,Surname_2486,812,Spain,Male,80,1,27858.05418682355,1,1,1,70973.68404323931,0
15602487,Surname_2487,429,France,Male,37,7,246438.69919699745,3,1,1,176351.55171287252,0
15602488,Surname_2488,659,France,Female,75,2,41419.47495522646,3,0,1,129005.06625659954,0
15602489,Surname_2489,435,Germany,Female,62,4,118227.86590376294,3,1,0,190671.08274195614,0
15602490,Surname_2490,441,France,Male,39,5,84403.41990533377,2,1,1,132552.1295148731,0
15602491,Surname_2491,497,Spain,Female,80,9,238855.3121496549,3,0,0,16268.268774959317,0
15602492,Surname_2492,510,Spain,Male,47,9,121375.82720530673,1,1,0,43591.257933534886,0
15602493,Surname_2493,551,France,Female,80,0,5753.629197711357,4,1,0,63543.634289862974,0
15602494,Surname_2494,773,Germany,Male,61,6,55422.783573497196,1,1,0,174779.551657121,0
15602495,Surname_2495,765,France,Female,84,10,107703.01152155029,2,1,0,167862.54384193168,0
15602496,Surname_2496,591,Germany,Male,75,6,169097.60190724683,1,1,0,160162.14174931837,0
15602497,Surname_2497,702,France,Female,82,4,140475.74958873726,1,0,0,115172.14789304741,1
15602498,Surname_2498,351,Germany,Male,53,8,212477.32343415503,2,0,1,36402.390388578584,1
15602499,Surname_2499,574,France,Male,23,10,207108.397008229,1,1,0,34928.14557050238,0
15602500,Surname_2500,638,France,Male,54,1,147627.3251306152,2,1,0,33957.47053619266,0
15602501,Surname_2501,582,France,Male,72,4,142828.7341142478,1,1,0,172376.27805810724,1
15602502,Surname_2502,810,France,Male,76,1,69541.17900189088,2,1,1,36895.8467476769,0
15602503,Surname_2503,763,Germany,Male,55,1,239476.46624862702,4,0,1,163620.20870652152,1
15602504,Surname_2504,766,France,Female,42,10,19212.8344346702,4,1,1,170502.41688073444,0
15602505,Surname_2505,426,Germany,Male,50,8,99257.56461231067,2,0,1,29956.48741806132,0
15602506,Surname_2506,465,Spain,Male,30,6,165208.97240650706,3,1,0,181380.60065322366,0
15602507,Surname_2507,503,Spain,Female,55,3,236415.77502142833,2,1,0,180532.25050786123,1
15602508,Surname_2508,755,Spain,Female,75,10,125382.44259575226,1,1,1,131260.23620974965,0
15602509,Surname_2509,452,Spain,Male,37,7,223979.83162665553,3,1,1,107471.82641512128,0
15602510,Surname_2510,543,France,Female,34,10,26199.94449902155,3,1,1,132988.06283089158,0
15602511,Surname_2511,515,France,Female,41,10,132896.0436826475,3,1,1,86915.07146340405,1
15602512,Surname_2512,708,Germany,Male,43,3,79012.63993525972,2,0,1,121845.45191916778,0
15602513,Surname_2513,439,Spain,Male,57,0,198924.190476845,2,0,0,194209.80054454235,0
15602514,Surname_2514,523,Spain,Female,49,9,111248.70297547967,3,0,1,31525.05669178839,1
15602515,Surname_2515,471,France,Female,54,2,118813.12153510671,2,1,0,54420.26216162612,0
15602516,Surname_2516,847,France,Female,77,9,16195.523631171882,4,1,0,109577.14700900852,0
15602517,Surname_2517,492,France,Female,74,0,109502.5153096977,1,0,0,59135.6245790872,0
15602518,Surname_2518,831,Spain,Female,75,1,20207.174233111637,1,0,1,198626.19322520684,0
15602519,Surname_2519,455,Germany,Female,84,1,74890.52952258485,1,0,1,146851.3712185476,0
15602520,Surname_2520,724,France,Male,39,6,31720.367220897355,2,1,0,92455.5200334654,1
15602521,Surname_2521,777,France,Female,75,3,83620.23110933971,1,1,1,181520.93759380345,1
15602522,Surname_2522,654,Germany,Male,90,9,56847.08620356274,4,1,1,37444.91736582306,0
15602523,Surname_2523,709,Spain,Male,91,8,71294.98848344928,1,0,1,64701.946234410054,1
15602524,Surname_2524,808,France,Female,66,1,37096.46002524089,4,1,1,191627.31976785607,1
15602525,Surname_2525,666,Spain,Male,66,8,109901.90325366569,2,1,1,115824.66872904413,0
15602526,Surname_2526,800,Germany,Female,59,5,124394.11836801618,2,0,1,184925.98266940506,0
15602527,Surname_2527,472,Spain,Male,57,9,209161.92329097848,1,0,0,196999.4163581235,0
15602528,Surname_2528,739,Spain,Female,88,7,134706.35066401257,3,0,1,78442.95636410167,0
15602529,Surname_2529,358,France,Male,63,6,57189.3822509767,4,1,1,119532.14600036874,0
15602530,Surname_2530,611,France,Female,39,10,183973.92415799844,3,0,0,170871.98309174704,0
15602531,Surname_2531,422,Germany,Male,38,7,74311.68668623631,4,1,0,61820.806925238445,0
15602532,Surname_2532,708,France,Female,68,8,189099.1366364949,2,1,0,94883.30552549487,0
15602533,Surname_2533,572,Spain,Male,31,7,96791.01455152544,2,1,1,39130.74082210331,0
15602534,Surname_2534,765,Germany,Male,91,5,128418.76564654616,4,1,1,133982.03353014088,0
15602535,Surname_2535,390,Spain,Male,26,7,125938.89202254893,4,1,1,10796.937030646604,0
15602536,Surname_2536,719,France,Female,35,7,238908.9598550907,2,0,1,95368.5743369294,0
15602537,Surname_2537,553,France,Female,30,1,38416.328791533924,4,0,0,186537.5484772515,0
15602538,Surname_2538,613,Germany,Female,34,1,234638.89963961946,4,0,1,180487.46771513496,0
15602539,Surname_2539,677,France,Female,42,10,140497.14683471556,3,0,0,162716.25927860534,0
15602540,Surname_2540,527,Germany,Female,71,0,248422.14534241488,1,1,1,36820.23023452092,0
15602541,Surname_2541,697,Spain,Male,33,9,143284.56900467994,3,0,0,108849.4105314182,0
15602542,Surname_2542,667,France,Female,41,1,164094.02734996364,2,1,1,146636.43063183047,0
15602543,Surname_2543,433,Spain,Female,40,6,187393.55077431267,3,0,1,29222.98033894234,0
15602544,Surname_2544,667,France,Male,58,10,205447.29481821205,2,1,1,37930.750783820265,0
15602545,Surname_2545,460,France,Female,50,2,119390.90243695103,4,1,1,17612.479984931153,0
15602546,Surname_2546,600,Spain,Female,59,3,169648.47177106465,1,1,1,71383.9878873828,1
15602547,Surname_2547,732,Spain,Female,65,3,153720.74897551822,2,0,1,176691.2436857403,1
15602548,Surname_2548,356,Germany,Female,35,3,101771.74926812238,1,1,0,106420.39725647403,0
15602549,Surname_2549,808,Spain,Female,80,1,205199.4041035072,1,0,0,172121.43497851893,0
15602550,Surname_2550,433,Germany,Female,28,10,48112.13830442493,3,1,0,25893.53264558634,0
15602551,Surname_2551,557,France,Male,41,5,41782.67784434436,2,1,0,20659.51888933238,0
15602552,Surname_2552,737,France,Female,78,0,184109.5536241538,3,1,1,162741.20313576242,0
15602553,Surname_2553,739,Spain,Female,81,4,159371.32842890828,4,0,0,104572.53013617611,0
15602554,Surname_2554,663,France,Female,53,1,79415.11638409257,4,1,1,99476.51843765777,0
15602555,Surname_2555,371,Germany,Male,70,8,158782.47612913258,2,0,1,100373.36257030754,1
15602556,Surname_2556,759,Germany,Male,64,1,192661.79710340474,2,0,0,82403.5386810783,0
15602557,Surname_2557,732,Germany,Male,69,5,54241.54455133473,4,0,1,178416.96869820196,0
15602558,Surname_2558,352,France,Male,74,3,145348.53295120993,2,1,0,108989.454704888,0
15602559,Surname_2559,476,France,Female,40,5,206166.4751294035,3,1,0,195038.60042034634,0
15602560,Surname_2560,646,France,Male,76,1,102809.63460660179,3,0,1,170839.9300804843,1
15602561,Surname_2561,537,Germany,Female,86,1,142934.176892992,2,0,0,150138.49316550553,0
15602562,Surname_2562,711,Germany,Female,73,6,19633.926068117176,3,1,0,130879.51652522829,0
15602563,Surname_2563,363,Germany,Female,59,2,207617.1819146645,2,1,1,168682.34216007226,1
15602564,Surname_2564,808,Germany,Male,35,2,199031.59222221668,3,1,0,177528.83458728087,0
15602565,Surname_2565,815,France,Female,88,6,114063.61324915465,3,1,1,35315.764312264895,0
15602566,Surname_2566,361,Spain,Male,50,7,29812.102547059403,1,1,1,78350.78646909882,0
15602567,Surname_2567,436,Germany,Female,20,6,165099.6960222974,3,0,0,163035.30195964142,0
15602568,Surname_2568,361,France,Male,45,2,143245.0299531786,2,1,1,52048.075798272526,0
15602569,Surname_2569,746,France,Male,18,2,229869.97436795093,3,0,1,121377.63232199612,0
15602570,Surname_2570,374,Spain,Female,80,6,69952.13245102788,3,1,0,158285.59686747406,1
15602571,Surname_2571,650,Spain,Female,64,2,8081.616091943772,4,1,1,52548.197791501196,0
15602572,Surname_2572,592,France,Female,54,1,63684.902511935536,2,1,0,86382.6759351526,1
15602573,Surname_2573,471,Germany,Male,65,6,106976.74484576577,3,0,1,183871.978158946,1
15602574,Surname_2574,496,France,Male,36,2,38861.10990129815,1,0,0,77640.44823992706,1
15602575,Surname_2575,404,France,Male,31,4,244933.7360036803,4,0,0,124896.78694660001,0
15602576,Surname_2576,587,Germany,Female,84,6,55597.75649738841,1,0,1,92430.52375580784,0
15602577,Surname_2577,705,Germany,Male,82,1,169465.2135819348,1,1,1,176636.46452888654,1
15602578,Surname_2578,522,Spain,Female,43,7,113528.17158902023,4,1,0,90588.04647953104,0
15602579,Surname_2579,741,France,Male,27,1,138786.96370666858,1,1,0,78253.24451431127,1
15602580,Surname_2580,570,France,Male,87,3,233169.99809220195,2,1,0,42921.78213746638,1
15602581,Surname_2581,468,France,Male,60,3,132888.4604130362,2,1,0,76356.02106808047,0
15602582,Surname_2582,658,France,Female,87,7,76306.62247039666,1,0,1,137215.33412487726,0
15602583,Surname_2583,532,France,Female,89,10,55203.57687675312,2,1,1,43404.05800554815,0
15602584,Surname_2584,637,France,Female,76,0,222998.21751612643,3,0,0,144021.09712492657,0
15602585,Surname_2585,656,France,Male,20,8,246681.2664178869,3,0,1,12022.935822665058,0
15602586,Surname_2586,649,France,Male,22,5,62958.03972373795,3,0,1,79721.07102650193,0
15602587,Surname_2587,431,Germany,Male,54,3,180483.4345341368,1,0,0,98527.61781528368,1
15602588,Surname_2588,803,France,Male,69,5,126438.12145807479,1,0,0,28262.86423615531,0
15602589,Surname_2589,751,France,Female,83,5,174645.74948976762,2,0,0,139978.50598192244,0
15602590,Surname_2590,560,Germany,Male,80,8,241053.64319266102,2,1,1,29523.81277784063,1
15602591,Surname_2591,499,France,Male,24,10,69021.68210531176,2,1,1,27092.74025020389,0
15602592,Surname_2592,386,Germany,Female,70,3,184986.49551491003,1,1,1,79907.28834725542,0
15602593,Surname_2593,701,France,Female,23,7,109486.70265804569,2,1,0,150276.6969254552,0
15602594,Surname_2594,661,France,Female,24,0,163133.52834178362,3,0,1,193098.2423322279,1
15602595,Surname_2595,710,France,Male,61,5,101662.97897115939,3,1,1,157443.3883196082,0
15602596,Surname_2596,408,France,Female,35,4,177083.99504149417,4,0,0,98540.8912081305,0
15602597,Surname_2597,480,Germany,Male,71,2,84375.39458188337,4,0,0,61793.49762155136,0
15602598,Surname_2598,761,Spain,Female,46,3,122088.77439818461,4,1,1,67268.6092331719,0
15602599,Surname_2599,551,France,Male,42,7,177198.41122538946,3,0,1,63902.73897138427,0
15602600,Surname_2600,592,France,Male,80,10,10676.699473065182,1,1,1,62881.32821734482,1
15602601,Surname_2601,384,Germany,Male,85,10,82022.38281846915,2,1,1,23128.23766858133,1
15602602,Surname_2602,794,France,Male,30,9,136546.17565668735,2,1,0,51884.72253253767,0
15602603,Surname_2603,442,Spain,Male,49,10,18533.794516664093,1,1,1,30506.2217849359,0
15602604,Surname_2604,787,France,Male,44,1,175789.19275024434,4,1,0,11401.017537527012,0
15602605,Surname_2605,796,Spain,Female,68,7,203321.73912292422,1,1,0,64264.322203057316,0
15602606,Surname_2606,556,France,Male,51,6,40831.82739046479,3,1,0,76916.35980409411,0
15602607,Surname_2607,702,France,Male,45,0,183365.7502650702,1,1,1,186212.34929497918,0
15602608,Surname_2608,740,Spain,Male,90,1,161550.0336901083,3,0,0,199016.1230089149,0
15602609,Surname_2609,681,Germany,Male,89,6,102719.61971577631,3,1,1,120093.1352304071,0
15602610,Surname_2610,654,Germany,Female,47,10,41247.03301120239,4,0,1,181186.86718068234,0
15602611,Surname_2611,699,Germany,Male,26,10,238719.590571047,2,0,1,127462.94646875293,0
15602612,Surname_2612,562,Germany,Male,30,2,116002.74436561145,4,1,1,104539.8026281553,0
15602613,Surname_2613,508,France,Female,81,1,45910.86307128958,3,1,1,18109.817097992087,0
15602614,Surname_2614,791,Germany,Male,55,0,179541.0614420923,4,1,0,18473.263365591185,0
15602615,Surname_2615,794,France,Female,39,6,151974.48888738666,2,1,1,15851.515368508775,0
15602616,Surname_2616,373,Spain,Male,48,2,204049.49747517848,4,1,1,38515.26058897878,0
15602617,Surname_2617,753,Spain,Male,59,5,249024.1779256118,3,0,1,24611.38198406264,1
15602618,Surname_2618,642,France,Female,79,9,11216.791569731155,2,1,1,46988.9422570669,0
15602619,Surname_2619,353,France,Female,81,7,184828.93973188233,4,1,0,108649.87176397166,1
15602620,Surname_2620,569,France,Female,91,5,247282.72227668026,1,0,1,105608.16416120002,1
15602621,Surname_2621,713,France,Male,26,6,134557.9097405245,2,0,0,75394.73010781492,0
15602622,Surname_2622,731,Spain,Female,61,10,178925.51356060774,4,0,1,136535.26331174956,0
15602623,Surname_2623,369,France,Female,80,5,110277.62874808295,1,0,0,84465.47647286953,0
15602624,Surname_2624,793,France,Male,57,6,89193.4285021285,2,0,0,51845.640073609065,0
15602625,Surname_2625,501,Spain,Male,58,4,174114.52295922604,1,1,0,141509.08782990143,0
15602626,Surname_2626,399,Spain,Male,89,8,247022.3510268893,4,1,1,196238.76902502053,1
15602627,Surname_2627,526,Germany,Female,67,2,22916.603921328493,1,0,0,164033.98219293484,0
15602628,Surname_2628,784,Germany,Male,37,5,105530.37010548469,1,0,1,88669.80434230696,0
15602629,Surname_2629,445,Germany,Female,87,8,235154.7007326121,3,1,0,81376.97200980694,0
15602630,Surname_2630,454,Spain,Female,59,0,28199.57313695204,1,0,1,17343.25573832888,0
15602631,Surname_2631,769,Germany,Female,50,4,162733.3278867212,2,0,0,134843.80371257523,0
15602632,Surname_2632,599,Germany,Female,80,3,107541.20265746783,1,0,1,52298.55215009551,0
15602633,Surname_2633,466,France,Male,74,8,94223.10436980303,1,0,0,139868.4234726982,0
15602634,Surname_2634,703,France,Male,82,10,52359.94352195453,2,1,0,154432.18373586627,0
15602635,Surname_2635,577,Germany,Female,69,10,44083.56817279224,4,0,0,177161.252363998,0
15602636,Surname_2636,415,Spain,Female,23,0,129071.67491974772,4,0,1,114167.5016129944,0
15602637,Surname_2637,684,Spain,Male,24,3,94359.30328969375,1,0,0,167695.74506972876,0
15602638,Surname_2638,767,Spain,Male,26,0,122886.0959677518,2,0,0,147405.20770328128,0
15602639,Surname_2639,769,Germany,Female,78,2,48984.36465816178,1,0,1,77066.42254321885,0
15602640,Surname_2640,611,Spain,Female,51,3,87550.43801765866,2,1,1,30221.4798677883,0
15602641,Surname_2641,644,Spain,Female,52,0,249104.41771330772,2,1,1,56012.28984150918,0
15602642,Surname_2642,775,Germany,Female,37,4,92017.70702873934,4,1,0,170469.79199709598,0
15602643,Surname_2643,592,France,Female,75,5,103177.29051504975,1,1,0,111540.13653038823,0
15602644,Surname_2644,720,France,Male,77,0,4969.015561746809,1,1,1,136456.88021123907,0
15602645,Surname_2645,535,Spain,Female,71,9,95206.4492126324,1,0,0,163154.09310607635,0
15602646,Surname_2646,595,France,Male,52,10,190847.8352781906,1,0,1,136738.1399887724,0
15602647,Surname_2647,474,Spain,Female,64,9,128899.19901432769,1,1,0,172650.37445240715,0
15602648,Surname_2648,617,France,Male,63,3,164261.3540885606,1,1,1,26408.319940833306,0
15602649,Surname_2649,480,Germany,Female,21,3,139138.03461057774,3,0,1,181692.906755151,0
15602650,Surname_2650,586,Germany,Male,27,0,26372.765093563678,1,1,0,164398.16104372803,1
15602651,Surname_2651,367,Germany,Male,57,1,83036.09785370245,3,1,1,181571.4311579974,1
15602652,Surname_2652,389,France,Female,72,10,173558.2705043408,3,1,1,148863.02304873467,0
15602653,Surname_2653,370,Spain,Female,90,9,136984.72607497982,3,1,1,62134.77797382489,0
15602654,Surname_2654,748,Germany,Male,57,4,168740.26724876487,1,0,1,31637.07592614094,0
15602655,Surname_2655,574,France,Male,40,1,90045.12206327173,2,1,1,34631.24621099538,0
15602656,Surname_2656,704,Germany,Male,32,2,48422.27108981284,4,1,1,104791.90389380309,1
15602657,Surname_2657,631,France,Female,22,8,207453.50921655836,2,1,0,84277.91784432906,1
15602658,Surname_2658,357,France,Male,57,4,94075.28984776408,2,1,0,134301.31114983748,0
15602659,Surname_2659,449,France,Female,35,0,163752.74852081572,1,0,0,105622.75167958022,0
15602660,Surname_2660,589,Spain,Female,38,4,95311.59073430185,2,0,0,33810.799504473514,1
15602661,Surname_2661,827,Germany,Female,20,2,231813.38931913482,2,0,0,10426.647160036651,0
15602662,Surname_2662,436,Germany,Female,63,0,247984.8286562045,1,0,1,34379.49775113877,0
15602663,Surname_2663,647,France,Female,70,2,162232.20016309983,1,1,1,37880.399261991086,0
15602664,Surname_2664,777,France,Female,37,10,150537.80226797215,4,0,1,146784.51969443177,1
15602665,Surname_2665,363,Spain,Male,76,5,210206.74489664254,4,1,1,64203.39788204567,0
